p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RBM26	0.00360790210052436	0.263977442837618	0.303	0.247	1
AGTPBP1	0.00364471761016974	0.307658283379732	0.478	0.446	1
MRPS6	0.00378190027099906	0.255569243341008	0.334	0.274	1
NUP98	0.00381136781447591	0.282500795044709	0.421	0.375	1
STT3B	0.00443244802554741	0.301642343432348	0.365	0.315	1
SSH1	0.00446002401763795	0.267096562856045	0.273	0.22	1
BMPR2	0.00446844665513111	0.257533792666045	0.326	0.272	1
KIAA0355	0.00449795003169741	0.25427859070879	0.197	0.15	1
PTGES3	0.0047160752622971	0.252062370234096	0.502	0.457	1
DHRSX	0.00490491031836781	0.309755188080124	0.284	0.231	1
MTDH	0.00494881773872059	0.251500586400338	0.491	0.452	1
FNIP1	0.0052262198176449	0.272815295431714	0.44	0.393	1
RASA3	0.00527209691161351	0.277571617054157	0.658	0.645	1
CREBRF	0.00541791941584486	0.266021802385657	0.352	0.3	1
PDE8A	0.00557222853981073	0.283795255412845	0.351	0.301	1
BBX	0.00623506358047021	0.255160751354852	0.365	0.313	1
DENND1A	0.0067160382195349	0.252111733931182	0.168	0.127	1
RSBN1L	0.00672079518616186	0.282130650113099	0.357	0.311	1
MARCH7	0.00691582853594998	0.278680907032211	0.34	0.29	1
KAT2B	0.00693241353981828	0.317590594072739	0.304	0.258	1
ATXN1	0.00747733198476887	0.262023213086544	0.621	0.603	1
PIBF1	0.00800139982309843	0.259298197689741	0.334	0.275	1
PPP1R16B	0.00866150477079723	0.265916195982513	0.727	0.73	1
ATRX	0.00898822811829765	0.266606997945686	0.448	0.41	1
SPIDR	0.00898840353143535	0.356920958618269	0.309	0.265	1
ATAD2B	0.0090546761915243	0.301397059664189	0.36	0.323	1
IP6K1	0.00923527979010732	0.269960748617702	0.426	0.384	1
ANKRD13C	0.0103617802052198	0.262804039636834	0.243	0.199	1
RBBP4	0.0105395424695494	0.257211785547707	0.269	0.226	1
STRN	0.010842775141752	0.251659348336342	0.292	0.245	1
C5orf56	0.0108631605057541	0.284698854856935	0.365	0.313	1
XYLT1	0.0108884982712492	0.255765603533832	0.436	0.387	1
CRYBG1	0.0109323229495035	0.273135577825641	0.418	0.379	1
HEG1	0.0116243408638983	0.268465531166614	0.349	0.311	1
USP8	0.0120866683250218	0.264168006976527	0.362	0.314	1
STAU2	0.0134180173084033	0.290104521122628	0.213	0.176	1
PTPN12	0.0146909819484389	0.256586727967852	0.475	0.443	1
UBAP1	0.0148678137160589	0.253019703321089	0.355	0.312	1
NSD1	0.0181325932019291	0.251322859080429	0.302	0.259	1
ZBTB16	0.0183323884047184	0.27821755744926	0.449	0.428	1
C1orf21	0.0194727311491471	0.257938778409355	0.652	0.649	1
MAST2	0.020913948089354	0.251124041126828	0.162	0.128	1
ABR	0.0234311847364515	0.281235564718336	0.396	0.365	1
FOS	0.0305652365901657	-0.320077002332178	0.335	0.389	1
SLC39A10	0.0315476370022215	0.299140483353384	0.19	0.159	1
RCOR1	0.039918629617539	0.253746542254597	0.261	0.227	1
LINC00299	0.0596896481372501	0.258203717500725	0.216	0.189	1
YAF2	0.0673908360526125	0.25200880367495	0.525	0.52	1
PPP2R2B	0.152447725423463	0.252903221123906	0.251	0.229	1
IL12RB2	0.324635909574935	0.399294659486637	0.321	0.366	1
